0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.75,0.6451612903225806,0.0,0.0,0.04,0.23658332825000006,0.5958133316,0.5586778003333334,0.1346666622,0.055238093642857145,0.294333313,0.02,0.116975,0.020349999999999997,0.09562499999999999,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7899993999999992,0.5566666920000001,0.0,0.03489684794444445,0.0340000004,0.33617820750000005,0.9780005646,0.0
0.75,0.6451612903225806,0.0,0.08333333333333333,0.04,0.24875001900000004,0.5870750046,0.5544166563333334,0.1172142887,0.05510204178571429,0.2801428834,0.02,0.117,0.024424999999999995,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7899993999999992,0.5566666920000001,0.0,0.032815395472222224,0.0050016947,0.31618804874999995,0.9780000305000001,0.0
0.75,0.6451612903225806,0.0,0.16666666666666666,0.04,0.25325002674999997,0.5802133179,0.5541999816666666,0.09886666297999999,0.05142857007142857,0.26733331299999996,0.02,0.116975,0.024399999999999998,0.099675,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7850006000000007,0.5566666920000001,0.0,0.9887385897222223,0.0090000004,0.33867683375000013,0.975,0.0
0.75,0.6451612903225806,0.0,0.25,0.04,0.2382499695,0.5797700119,0.552177747,0.1274666691,0.05761904717142857,0.2570666504,0.02,0.122075,0.024424999999999995,0.10172499999999998,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7850006000000007,0.5566666920000001,0.0,0.4933519152777777,0.0160002843,0.33367919874999996,0.9730000305000001,0.0
0.75,0.6451612903225806,0.0,0.3333333333333333,0.04,0.23358335500000002,0.5885033417,0.5479777653333334,0.1458333302,0.05904761722857142,0.2495999756,0.02,0.116975,0.024399999999999998,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7850006000000007,0.5566666920000001,0.0,0.7844373066666667,0.0820021331,0.33617935125000004,0.975,0.0
0.75,0.6451612903225806,0.0,0.4166666666666667,0.04,0.23241662974999996,0.5985200119,0.5357444126666666,0.1252999973,0.05904761722857142,0.2542666626,0.02,0.117,0.024424999999999995,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7850006000000007,0.5566666920000001,0.0,0.6869446225,0.0639997363,0.33867797874999966,0.975,0.0
0.75,0.6451612903225806,0.0,0.5,0.04,0.2680832862500001,0.6231200027,0.5252555846666667,0.09956666946,0.062380954200000005,0.25633331299999995,0.02,0.116975,0.024399999999999998,0.099675,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7799987999999984,0.5566666920000001,0.0,0.7913830227777778,0.0479980528,0.33617973375000004,0.975,0.0
0.75,0.6451612903225806,0.0,0.5833333333333334,0.04,0.29966669074999996,0.6559999847,0.5122444153333333,0.09486666679000001,0.06904762131428573,0.2627999878000001,0.02,0.116975,0.024424999999999995,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7799987999999984,0.5566666920000001,0.0,0.6912709977777778,0.0396512836,0.32618369999999997,0.975,0.0
0.75,0.6451612903225806,0.0,0.6666666666666666,0.04,0.29274997700000005,0.6488933563,0.514800008,0.061900000569999995,0.062380954200000005,0.26213336179999996,0.02,0.117,0.024424999999999995,0.099675,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7799987999999984,0.5566666920000001,0.0,0.7891620211111111,0.0470036626,0.33118324249999986,0.975,0.0
0.75,0.6451612903225806,0.0,0.75,0.04,0.28086204524999997,0.6364448166,0.5219884873333334,0.07489655018,0.05812807764285714,0.2535861816,0.02,0.122075,0.024399999999999998,0.10172499999999998,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.617352,0.7799987999999984,0.5533333460000001,0.0,0.7261146544444445,0.1279939413,0.3286838537500003,0.975,0.0
0.75,0.6451612903225806,0.0,0.8333333333333334,0.04733333206,0.28283328999999996,0.634576683,0.521477763,0.09989999771000001,0.05761904717142857,0.257666687,0.02,0.116975,0.024424999999999995,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.6213953333333334,0.7700012000000015,0.550000763,0.0,0.8649946425,0.0719923079,0.33118133500000013,0.98,0.0
0.75,0.6451612903225806,0.0,0.9166666666666666,0.045285713199999994,0.26758928300000007,0.6335607147000001,0.5215833026666666,0.10757143020000001,0.05714285714285714,0.2522857056,0.02,0.116975,0.024399999999999998,0.0997,0.0,0.0,0.5633333333333332,0.0,0.020638066666666666,0.6213953333333334,0.7700012000000015,0.55,0.0,0.7302943758333333,0.0670044005,0.33118209874999993,0.9830000305,0.0
